"filename", "language", "XML", "JavaScript JSX", "JavaScript", "JSON", "SCSS", "CSS", "comment", "blank", "total"
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\GoToCartModal\GoToCartModal.scss", "SCSS", 0, 0, 0, 0, 14, 0, 0, 0, 14
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\ManufacterAllowModal\ManufacterAllowModal.jsx", "JavaScript JSX", 0, 52, 0, 0, 0, 0, 2, 9, 63
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\ManufacterAllowModal\ManufacterAllowModal.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\ManufacterIntroModal\ManufacterIntroModal.jsx", "JavaScript JSX", 0, 52, 0, 0, 0, 0, 0, 8, 60
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\ManufacterIntroModal\ManufacterIntroModal.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\QuickAuthModal\QuickAuthModal.jsx", "JavaScript JSX", 0, 49, 0, 0, 0, 0, 2, 9, 60
"c:\Users\HP\Desktop\optal\fe-optal\src\app\components\ux-kit\QuickAuthModal\QuickAuthModal.scss", "SCSS", 0, 0, 0, 0, 16, 0, 0, 2, 18
"c:\Users\HP\Desktop\optal\fe-optal\src\app\globals.css", "CSS", 0, 0, 0, 0, 0, 74, 27, 17, 118
"c:\Users\HP\Desktop\optal\fe-optal\src\app\layout.js", "JavaScript", 0, 0, 37, 0, 0, 0, 2, 7, 46
"c:\Users\HP\Desktop\optal\fe-optal\src\app\login-customer\page.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 2, 16
"c:\Users\HP\Desktop\optal\fe-optal\src\app\login-factory\page.jsx", "JavaScript JSX", 0, 10, 0, 0, 0, 0, 1, 2, 13
"c:\Users\HP\Desktop\optal\fe-optal\src\app\newfactory\page.jsx", "JavaScript JSX", 0, 10, 0, 0, 0, 0, 0, 3, 13
"c:\Users\HP\Desktop\optal\fe-optal\src\app\page.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 2, 15
"c:\Users\HP\Desktop\optal\fe-optal\src\app\product\[productId]\page.jsx", "JavaScript JSX", 0, 16, 0, 0, 0, 0, 0, 4, 20
"c:\Users\HP\Desktop\optal\fe-optal\src\app\redux\api\cartApi.js", "JavaScript", 0, 0, 23, 0, 0, 0, 1, 8, 32
"c:\Users\HP\Desktop\optal\fe-optal\src\app\redux\slices\AddProductSlice.js", "JavaScript", 0, 0, 35, 0, 0, 0, 18, 6, 59
"c:\Users\HP\Desktop\optal\fe-optal\src\app\redux\slices\CartSlice.js", "JavaScript", 0, 0, 92, 0, 0, 0, 6, 20, 118
"c:\Users\HP\Desktop\optal\fe-optal\src\app\redux\store.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\HP\Desktop\optal\fe-optal\src\app\register-customer\page.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 2, 16
"c:\Users\HP\Desktop\optal\fe-optal\src\app\search\[query]\components\Search.jsx", "JavaScript JSX", 0, 11, 0, 0, 0, 0, 0, 3, 14
"c:\Users\HP\Desktop\optal\fe-optal\src\app\search\[query]\components\Search.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\HP\Desktop\optal\fe-optal\src\app\search\[query]\page.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 6, 20
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\base\reset.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\base\typography.scss", "SCSS", 0, 0, 0, 0, 3, 0, 0, 0, 3
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_account_customer.scss", "SCSS", 0, 0, 0, 0, 88, 0, 1, 17, 106
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_account_header.scss", "SCSS", 0, 0, 0, 0, 165, 0, 2, 41, 208
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_account_products.scss", "SCSS", 0, 0, 0, 0, 26, 0, 0, 4, 30
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_addproduct.scss", "SCSS", 0, 0, 0, 0, 215, 0, 6, 41, 262
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_banner.scss", "SCSS", 0, 0, 0, 0, 103, 0, 3, 25, 131
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_button.scss", "SCSS", 0, 0, 0, 0, 6, 0, 0, 0, 6
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_cart.scss", "SCSS", 0, 0, 0, 0, 91, 0, 7, 8, 106
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_cartItem.scss", "SCSS", 0, 0, 0, 0, 180, 0, 14, 29, 223
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_category.scss", "SCSS", 0, 0, 0, 0, 48, 0, 0, 16, 64
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_desktop_header.scss", "SCSS", 0, 0, 0, 0, 112, 0, 4, 25, 141
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_desktopcats.scss", "SCSS", 0, 0, 0, 0, 21, 0, 0, 3, 24
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_factory_cabinet.scss", "SCSS", 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_feed.scss", "SCSS", 0, 0, 0, 0, 18, 0, 1, 1, 20
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_footer.scss", "SCSS", 0, 0, 0, 0, 78, 0, 1, 15, 94
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_home_content.scss", "SCSS", 0, 0, 0, 0, 2, 0, 2, 0, 4
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_loginfactory.scss", "SCSS", 0, 0, 0, 0, 66, 0, 6, 13, 85
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_mobile_header.scss", "SCSS", 0, 0, 0, 0, 54, 0, 3, 10, 67
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_newfactory.scss", "SCSS", 0, 0, 0, 0, 68, 0, 23, 19, 110
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_product.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_product_card.scss", "SCSS", 0, 0, 0, 0, 115, 0, 3, 20, 138
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_search.scss", "SCSS", 0, 0, 0, 0, 104, 0, 0, 19, 123
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_subcategory.scss", "SCSS", 0, 0, 0, 0, 18, 0, 0, 2, 20
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_support.scss", "SCSS", 0, 0, 0, 0, 41, 0, 1, 8, 50
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\components\_tutorial.scss", "SCSS", 0, 0, 0, 0, 22, 0, 0, 0, 22
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\layout\grid.scss", "SCSS", 0, 0, 0, 0, 14, 0, 0, 1, 15
"c:\Users\HP\Desktop\optal\fe-optal\src\app\styles\main.scss", "SCSS", 0, 0, 0, 0, 3, 0, 1, 2, 6
"c:\Users\HP\Desktop\optal\fe-optal\src\app\subcategory\[subcatId]\page.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 3, 17
"c:\Users\HP\Desktop\optal\fe-optal\src\app\support\page.jsx", "JavaScript JSX", 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\HP\Desktop\optal\fe-optal\src\app\temp_data\main_page_data.jsx", "JavaScript JSX", 0, 43, 0, 0, 0, 0, 0, 2, 45
"c:\Users\HP\Desktop\optal\fe-optal\src\app\tutorial\page.jsx", "JavaScript JSX", 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\NewCity.jsx", "JavaScript JSX", 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\NewFirstName.jsx", "JavaScript JSX", 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\NewPhoneNumber.jsx", "JavaScript JSX", 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\colors.js", "JavaScript", 0, 0, 114, 0, 0, 0, 4, 4, 122
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\currency.js", "JavaScript", 0, 0, 6, 0, 0, 0, 1, 1, 8
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\currencyMap.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 0, 8
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\fetchExchangeRates.js", "JavaScript", 0, 0, 27, 0, 0, 0, 2, 8, 37
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\formatCurrency.js", "JavaScript", 0, 0, 26, 0, 0, 0, 5, 9, 40
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\formatNumber.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 1, 11
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\postConfirmOrder.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 1, 19
"c:\Users\HP\Desktop\optal\fe-optal\src\app\util\temp.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 8
"c:\Users\HP\Desktop\optal\fe-optal\src\public\box.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\public\boxtoo.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\public\cart.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\public\catalog.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\public\profile.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\public\search.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\HP\Desktop\optal\fe-optal\src\public\star.svg", "XML", 10, 0, 0, 0, 0, 0, 1, 0, 11
"Total", "-", 16, 9626, 483, 8, 3225, 74, 491, 2064, 15987
